slice_path,target,volume,slice,label0_pxl_cnt,label1_pxl_cnt,label2_pxl_cnt,background_ratio,whole_tumor_pixels,donor_h5_path,mask_has_margin,loaded_mask_pixels,compatible_external_base_count,tumor_area_pixels,tumor_area_fraction,bbox_y_min,bbox_y_max,bbox_x_min,bbox_x_max,bbox_height,bbox_width,bbox_area,bbox_fill_fraction,centroid_y,centroid_x,centroid_y_normalized,centroid_x_normalized,centroid_laterality,connected_component_count,largest_component_pixels,largest_component_fraction
volume_85_slice_82.h5,1,85,82,0,647,0,0.9887673611111112,647,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_82.h5,True,647,6145,647,0.0112326388888888,118,145,156,200,28,45,1260,0.5134920634920634,131.36166924265842,173.06182380216384,0.5496304152412487,0.7241080493814387,right,2,569,0.8794435857805255
volume_85_slice_83.h5,1,85,83,11,657,15,0.9881423611111112,683,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_83.h5,True,683,6065,683,0.0118576388888888,118,146,155,201,29,47,1363,0.5011005135730008,131.55783308931186,173.41142020497804,0.5504511844741082,0.7255707958367282,right,2,600,0.8784773060029283
volume_85_slice_84.h5,1,85,84,29,644,51,0.9874305555555556,724,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_84.h5,True,724,5924,724,0.0125694444444444,118,146,155,201,29,47,1363,0.5311812179016875,131.51933701657458,174.03729281767957,0.550290113040061,0.728189509697404,right,2,648,0.8950276243093923
volume_85_slice_85.h5,1,85,85,52,644,72,0.9866666666666668,768,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_85.h5,True,768,5769,768,0.0133333333333333,119,146,154,201,28,48,1344,0.5714285714285714,131.86588541666666,174.72265625,0.5517401063458856,0.731057139121339,right,2,684,0.890625
volume_85_slice_86.h5,1,85,86,109,598,75,0.9864236111111112,782,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_86.h5,True,782,5712,782,0.0135763888888888,119,146,154,201,28,48,1344,0.5818452380952381,131.8145780051151,174.75703324808185,0.5515254309837452,0.7312009759333968,right,2,699,0.8938618925831202
volume_85_slice_87.h5,1,85,87,88,626,119,0.9855381944444443,833,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_87.h5,True,833,5561,833,0.0144618055555555,118,146,153,201,29,49,1421,0.5862068965517241,131.39135654261705,175.1344537815126,0.549754629885427,0.732780141345241,right,1,833,1.0
volume_85_slice_88.h5,1,85,88,143,530,145,0.9857986111111112,818,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_88.h5,True,818,5456,818,0.0142013888888888,118,146,154,201,29,48,1392,0.5876436781609196,131.49022004889974,175.79339853300735,0.5501682847234299,0.7355372323556792,right,1,818,1.0
volume_85_slice_89.h5,1,85,89,186,463,159,0.9859722222222222,808,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_89.h5,True,808,5547,808,0.0140277777777777,119,146,154,200,28,47,1316,0.6139817629179332,131.7289603960396,175.615099009901,0.5511671983097892,0.7347912092464477,right,2,785,0.9715346534653464
volume_85_slice_90.h5,1,85,90,225,413,145,0.98640625,783,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_90.h5,True,783,5609,783,0.01359375,119,146,154,199,28,46,1288,0.6079192546583851,131.485312899106,175.42528735632183,0.5501477527159246,0.733997018227288,right,4,760,0.9706257982120052
volume_85_slice_91.h5,1,85,91,169,473,152,0.9862152777777776,794,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_91.h5,True,794,5666,794,0.0137847222222222,118,145,154,199,28,46,1288,0.6164596273291926,131.08942065491183,175.01007556675063,0.5484912998113466,0.7322597304048144,right,2,793,0.9987405541561712
volume_85_slice_92.h5,1,85,92,160,486,156,0.9860763888888888,802,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_92.h5,True,802,5630,802,0.0139236111111111,118,145,154,199,28,46,1288,0.6226708074534162,131.23940149625935,175.49501246882792,0.5491188347123822,0.7342887550996984,right,2,801,0.9987531172069826
volume_85_slice_93.h5,1,85,93,184,488,155,0.9856423611111113,827,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_93.h5,True,827,5678,827,0.0143576388888888,118,145,154,198,28,45,1260,0.6563492063492063,130.8669891172914,175.26844014510277,0.5475606239217213,0.7333407537451999,right,2,826,0.9987908101571948
volume_85_slice_94.h5,1,85,94,200,471,156,0.9856423611111113,827,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_94.h5,True,827,5697,827,0.0143576388888888,118,144,155,197,27,43,1161,0.7123169681309216,130.70858524788392,175.0640870616687,0.5468978462254557,0.7324857199232999,right,1,827,1.0
volume_85_slice_95.h5,1,85,95,213,477,162,0.9852083333333334,852,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_95.h5,True,852,5700,852,0.0147916666666666,118,144,154,197,27,44,1188,0.7171717171717171,130.4612676056338,174.65962441314554,0.5458630443750367,0.730793407586383,right,1,852,1.0
volume_85_slice_96.h5,1,85,96,224,478,170,0.9848611111111112,872,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_96.h5,True,872,5728,872,0.0151388888888888,118,144,149,197,27,49,1323,0.6591080876795162,130.28784403669724,174.28325688073394,0.5451374227476872,0.7292186480365437,right,3,869,0.9965596330275228
volume_85_slice_97.h5,1,85,97,203,513,186,0.9843402777777778,902,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_97.h5,True,902,5788,902,0.0156597222222222,118,144,147,197,27,51,1377,0.6550472040668119,130.03436807095343,173.58536585365854,0.5440768538533617,0.7262986018981529,right,3,884,0.9800443458980044
volume_85_slice_98.h5,1,85,98,195,607,194,0.9827083333333332,996,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_98.h5,True,996,5894,996,0.0172916666666666,117,144,144,196,28,53,1484,0.6711590296495957,129.93574297188755,171.5070281124498,0.5436641965350943,0.7176026280855641,right,3,989,0.9929718875502008
volume_85_slice_99.h5,1,85,99,171,628,202,0.9826215277777778,1001,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_99.h5,True,1001,5964,1001,0.0173784722222222,118,144,145,196,27,52,1404,0.7129629629629629,129.86313686313687,170.84915084915085,0.5433604052850916,0.7148500035529324,right,1,1001,1.0
volume_85_slice_100.h5,1,85,100,146,675,211,0.9820833333333332,1032,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_100.h5,True,1032,6131,1032,0.0179166666666666,118,144,144,195,27,52,1404,0.7350427350427351,129.76453488372093,169.4922480620155,0.5429478447017612,0.7091725860335377,right,1,1032,1.0
volume_85_slice_101.h5,1,85,101,118,653,234,0.9825520833333332,1005,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_101.h5,True,1005,6200,1005,0.0174479166666666,118,144,144,194,27,51,1377,0.7298474945533769,129.71442786069653,169.11144278606966,0.5427381918857596,0.70757925851912,right,1,1005,1.0
volume_85_slice_102.h5,1,85,102,92,653,236,0.98296875,981,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_102.h5,True,981,6274,981,0.01703125,118,143,144,194,26,51,1326,0.7398190045248869,129.65035677879715,168.5861365953109,0.5424701120451764,0.7053813246665728,right,1,981,1.0
volume_85_slice_103.h5,1,85,103,90,689,209,0.9828472222222222,988,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_103.h5,True,988,6265,988,0.0171527777777777,118,143,144,194,26,51,1326,0.7450980392156863,129.42307692307693,168.44736842105263,0.5415191503057613,0.7048007046905967,right,1,988,1.0
volume_85_slice_104.h5,1,85,104,94,713,176,0.9829340277777778,983,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_104.h5,True,983,6311,983,0.0170659722222222,118,144,144,194,27,51,1377,0.7138707334785767,129.1881993896236,168.01017293997967,0.540536399119764,0.7029714348953124,right,1,983,1.0
volume_85_slice_105.h5,1,85,105,108,709,119,0.98375,936,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_105.h5,True,936,6432,936,0.01625,118,142,142,192,25,51,1275,0.7341176470588235,128.9017094017094,167.22970085470087,0.539337696241462,0.6997058613167401,right,2,935,0.998931623931624
volume_85_slice_106.h5,1,85,106,136,703,77,0.9840972222222222,916,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_106.h5,True,916,6517,916,0.0159027777777777,118,142,142,192,25,51,1275,0.7184313725490196,128.84497816593887,166.5698689956332,0.5391003270541376,0.6969450585591347,right,2,914,0.9978165938864628
volume_85_slice_107.h5,1,85,107,182,649,46,0.9847743055555556,877,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_107.h5,True,877,6540,877,0.0152256944444444,118,140,141,192,23,52,1196,0.7332775919732442,128.55416191562145,166.46636259977194,0.537883522659504,0.6965119774049036,right,1,877,1.0
volume_85_slice_108.h5,1,85,108,159,690,37,0.9846180555555556,886,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_108.h5,True,886,6582,886,0.0153819444444444,118,141,143,191,24,49,1176,0.7534013605442177,128.62528216704288,165.7923250564334,0.5381810969332338,0.6936917366377967,right,1,886,1.0
volume_85_slice_109.h5,1,85,109,145,664,25,0.9855208333333332,834,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_109.h5,True,834,6571,834,0.0144791666666666,118,140,143,191,23,49,1127,0.7400177462289264,128.26378896882494,165.78057553956833,0.5366685730913178,0.6936425754793654,right,1,834,1.0
volume_85_slice_110.h5,1,85,110,126,672,6,0.9860416666666668,804,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_110.h5,True,804,6535,804,0.0139583333333333,118,140,143,190,23,48,1104,0.7282608695652174,127.86691542288555,165.57960199004975,0.535008014321697,0.6928016819667354,right,1,804,1.0
volume_85_slice_111.h5,1,85,111,90,660,1,0.9869618055555556,751,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_111.h5,True,751,6649,751,0.0130381944444444,118,139,143,189,22,47,1034,0.7263056092843327,127.70039946737684,164.7203728362184,0.5343112948425809,0.6892065809046795,right,1,751,1.0
volume_85_slice_112.h5,1,85,112,53,664,0,0.9875520833333332,717,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_112.h5,True,717,6614,717,0.0124479166666666,118,139,144,189,22,46,1012,0.708498023715415,127.63179916317992,165.19386331938634,0.5340242642810875,0.6911877126334156,right,1,717,1.0
volume_85_slice_113.h5,1,85,113,14,664,0,0.9882291666666668,678,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_113.h5,True,678,6703,678,0.0117708333333333,117,139,144,189,23,46,1058,0.6408317580340265,127.30383480825958,164.6489675516224,0.5326520284864418,0.6889078140235247,right,1,678,1.0
volume_85_slice_114.h5,1,85,114,6,632,0,0.9889236111111112,638,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_114.h5,True,638,6717,638,0.0110763888888888,118,140,144,189,23,46,1058,0.6030245746691871,127.42789968652038,164.37774294670845,0.5331711283954828,0.6877729830406212,right,1,638,1.0
volume_85_slice_115.h5,1,85,115,0,595,0,0.9896701388888888,595,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_115.h5,True,595,6781,595,0.0103298611111111,117,140,145,188,24,44,1056,0.5634469696969697,126.94621848739496,163.83697478991596,0.5311557258886819,0.6855103547695228,right,1,595,1.0
volume_85_slice_116.h5,1,85,116,0,570,0,0.9901041666666668,570,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_116.h5,True,570,6899,570,0.0098958333333333,118,140,145,186,23,42,966,0.5900621118012422,126.97368421052632,163.43157894736842,0.5312706452323277,0.683814137855098,right,1,570,1.0
volume_85_slice_117.h5,1,85,117,0,539,0,0.9906423611111111,539,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_117.h5,True,539,6978,539,0.0093576388888888,118,140,145,185,23,41,943,0.5715800636267232,126.90538033395175,163.18923933209646,0.5309848549537731,0.6828001645694413,right,1,539,1.0
volume_85_slice_118.h5,1,85,118,0,482,0,0.9916319444444444,482,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_118.h5,True,482,7152,482,0.0083680555555555,118,140,146,183,23,38,874,0.551487414187643,127.16390041493776,162.90248962655602,0.5320665289327939,0.6816003750065105,right,3,471,0.9771784232365144
volume_85_slice_119.h5,1,85,119,0,468,0,0.991875,468,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_119.h5,True,468,7137,468,0.008125,118,140,147,182,23,36,828,0.5652173913043478,127.3076923076923,163.43162393162393,0.5326681686514323,0.6838143260737403,right,1,468,1.0
volume_85_slice_120.h5,1,85,120,0,459,0,0.99203125,459,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_120.h5,True,459,7190,459,0.00796875,119,140,147,181,22,35,770,0.5961038961038961,127.40958605664488,163.5032679738562,0.5330945023290581,0.684114091940821,right,1,459,1.0
volume_85_slice_121.h5,1,85,121,0,426,0,0.9926041666666666,426,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_121.h5,True,426,7206,426,0.0073958333333333,119,139,147,180,21,34,714,0.5966386554621849,127.24413145539906,163.68544600938966,0.5324022236627576,0.6848763431355216,right,2,423,0.9929577464788732
volume_85_slice_122.h5,1,85,122,0,419,0,0.9927256944444444,419,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_122.h5,True,419,7192,419,0.0072743055555555,119,139,149,179,21,31,651,0.6436251920122887,127.4272076372315,164.1670644391408,0.5331682327917636,0.6868914830089573,right,3,417,0.9952267303102624
volume_85_slice_123.h5,1,85,123,0,378,0,0.9934375,378,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_123.h5,True,378,7209,378,0.0065625,119,139,150,178,21,29,609,0.6206896551724138,127.4973544973545,164.4814814814815,0.5334617342985544,0.6882070354873703,right,1,378,1.0
volume_85_slice_124.h5,1,85,124,0,366,0,0.9936458333333332,366,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_124.h5,True,366,7252,366,0.0063541666666666,119,139,151,177,21,27,567,0.6455026455026455,127.83060109289616,164.6775956284153,0.534856071518394,0.6890275967716122,right,1,366,1.0
volume_86_slice_39.h5,1,86,39,0,346,0,0.9939930555555556,346,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_39.h5,True,346,850,346,0.0060069444444444,53,78,96,135,26,40,1040,0.3326923076923077,62.335260115606935,112.63583815028902,0.2608169879314098,0.47127965753259,midline,3,292,0.8439306358381503
volume_86_slice_40.h5,1,86,40,0,411,0,0.9928645833333334,411,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_40.h5,True,411,742,411,0.0071354166666666,52,78,95,143,27,49,1323,0.310657596371882,61.82968369829684,114.16058394160584,0.2587016054322043,0.4776593470360077,midline,1,411,1.0
volume_86_slice_41.h5,1,86,41,0,452,0,0.9921527777777778,452,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_41.h5,True,452,736,452,0.0078472222222222,52,79,95,147,28,53,1484,0.3045822102425876,61.453539823008846,115.4225663716814,0.2571277816862294,0.482939608249713,midline,1,452,1.0
volume_86_slice_42.h5,1,86,42,0,473,0,0.9917881944444444,473,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_42.h5,True,473,710,473,0.0082118055555555,52,79,95,148,28,54,1512,0.3128306878306878,61.15221987315011,115.68710359408034,0.2558670287579502,0.4840464585526374,midline,1,473,1.0
volume_86_slice_43.h5,1,86,43,0,506,0,0.9912152777777776,506,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_43.h5,True,506,686,506,0.0087847222222222,51,79,94,150,29,57,1653,0.3061101028433152,61.223320158102766,116.1383399209486,0.2561645194899697,0.4859344766566887,midline,1,506,1.0
volume_86_slice_44.h5,1,86,44,0,580,0,0.9899305555555556,580,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_44.h5,True,580,699,580,0.0100694444444444,51,79,95,150,29,56,1624,0.3571428571428571,61.32586206896552,116.90517241379312,0.2565935651421151,0.4891429808108498,midline,1,580,1.0
volume_86_slice_45.h5,1,86,45,0,583,0,0.9898784722222222,583,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_45.h5,True,583,645,583,0.0101215277777777,51,80,96,150,30,55,1650,0.3533333333333333,61.341337907375646,116.811320754717,0.2566583176040822,0.4887502960448409,midline,1,583,1.0
volume_86_slice_46.h5,1,86,46,0,609,0,0.9894270833333332,609,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_46.h5,True,609,656,609,0.0105729166666666,51,79,95,149,29,55,1595,0.3818181818181818,61.42857142857143,116.89162561576354,0.2570233114166169,0.4890862996475462,midline,1,609,1.0
volume_86_slice_47.h5,1,86,47,0,617,0,0.9892881944444444,617,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_47.h5,True,617,633,617,0.0107118055555555,51,79,96,154,29,59,1711,0.3606078316773816,61.34035656401945,117.19124797406808,0.2566542115649349,0.4903399496822932,midline,2,616,0.9983792544570502
volume_86_slice_48.h5,1,86,48,0,665,0,0.9884548611111112,665,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_48.h5,True,665,549,665,0.0115451388888888,51,79,90,155,29,66,1914,0.3474399164054336,61.22406015037594,117.69022556390978,0.2561676156919495,0.4924277220247271,midline,2,663,0.9969924812030077
volume_86_slice_49.h5,1,86,49,0,654,0,0.9886458333333332,654,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_49.h5,True,654,512,654,0.0113541666666666,51,78,89,154,28,66,1848,0.3538961038961039,61.042813455657495,117.78440366972475,0.2554092613207426,0.4928217726766726,midline,2,650,0.9938837920489296
volume_86_slice_50.h5,1,86,50,0,712,0,0.9876388888888888,712,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_50.h5,True,712,544,712,0.0123611111111111,51,78,89,156,28,68,1904,0.3739495798319328,61.29213483146067,118.45224719101124,0.2564524469935593,0.4956160970335198,midline,3,681,0.9564606741573034
volume_86_slice_51.h5,1,86,51,0,794,0,0.9862152777777776,794,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_51.h5,True,794,566,794,0.0137847222222222,50,78,89,156,29,68,1972,0.4026369168356998,61.97732997481109,120.20025188916875,0.2593193722795442,0.5029299242224635,midline,4,769,0.968513853904282
volume_86_slice_52.h5,1,86,52,0,915,0,0.9841145833333332,915,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_52.h5,True,915,606,915,0.0158854166666666,50,78,88,156,29,69,2001,0.4572713643178411,62.09836065573771,123.15191256830602,0.2598257768022498,0.5152799689050461,midline,1,915,1.0
volume_86_slice_53.h5,1,86,53,7,930,2,0.9836979166666666,939,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_53.h5,True,939,688,939,0.0163020833333333,50,77,88,158,28,71,1988,0.4723340040241449,61.553780617678385,124.1842385516507,0.257547199237148,0.5195993244838941,midline,3,937,0.9978700745473909
volume_86_slice_54.h5,1,86,54,32,988,2,0.9822569444444444,1022,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_54.h5,True,1022,727,1022,0.0177430555555555,50,77,97,158,28,62,1736,0.5887096774193549,61.91682974559687,125.4109589041096,0.2590662332451752,0.5247320456238895,midline,1,1022,1.0
volume_86_slice_55.h5,1,86,55,43,976,7,0.9821875,1026,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_55.h5,True,1026,790,1026,0.0178125,50,77,96,158,28,63,1764,0.5816326530612245,62.18615984405458,126.0243664717349,0.2601931374228225,0.5272986044842464,midline,2,1025,0.9990253411306044
volume_86_slice_56.h5,1,86,56,51,933,13,0.9826909722222222,997,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_56.h5,True,997,750,997,0.0173090277777777,50,77,96,158,28,63,1764,0.5651927437641724,62.24473420260782,125.85356068204614,0.2604382184209532,0.5265839359081428,midline,2,996,0.9989969909729188
volume_86_slice_57.h5,1,86,57,81,831,25,0.9837326388888888,937,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_57.h5,True,937,801,937,0.0162673611111111,50,77,97,157,28,61,1708,0.5485948477751756,62.42796157950907,127.1547491995731,0.2612048601653099,0.5320282393287578,midline,5,930,0.992529348986126
volume_86_slice_58.h5,1,86,58,50,895,29,0.9830902777777778,974,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_58.h5,True,974,872,974,0.0169097222222222,50,78,97,157,29,61,1769,0.5505935556811759,63.1694045174538,128.93634496919918,0.2643071318721916,0.5394826149338878,midline,1,974,1.0
volume_86_slice_59.h5,1,86,59,60,868,20,0.9835416666666666,948,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_59.h5,True,948,968,948,0.0164583333333333,50,78,99,158,29,60,1740,0.5448275862068965,63.20675105485232,129.51582278481013,0.2644633935349469,0.5419072083046449,midline,3,943,0.9947257383966244
volume_86_slice_60.h5,1,86,60,57,812,8,0.9847743055555556,877,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_86_slice_60.h5,True,877,1271,877,0.0152256944444444,50,79,103,158,30,56,1680,0.5220238095238096,63.83808437856328,131.58722919042188,0.2671049555588421,0.5505741807130623,right,4,849,0.968072976054732
